;hh_number;factor;income;hh_structure;education;domicile_size;age;age_cat
4338;289025;264;32048.24;nuclear;Secundaria completa;2500-15000;53;45-54
4339;289043;1913;51821.48;coresidente;Profesional completa;<2500;30;25-34
4340;289049;1804;13157.01;nuclear;Secundaria incompleta;<2500;40;35-44
4341;289053;2112;29187.4;ampliado;Profesional completa;<2500;28;25-34
4342;289062;1811;20043.03;nuclear;Posgrado;<2500;32;25-34
4343;291001;4213;46073.41;nuclear;Primaria incompleta;>100000;53;45-54
4344;291006;223;7084.54;nuclear;Primaria completa;15000-100000;38;35-44
4345;291020;1117;23934.24;nuclear;Primaria completa;15000-100000;46;45-54
4346;291034;207;18777.42;ampliado;Sin instruccion;15000-100000;64;55-64
4347;291037;528;14265.79;nuclear;Primaria completa;>100000;44;35-44
4348;291038;528;19881.38;ampliado;Primaria incompleta;>100000;54;45-54
4349;291041;528;11149.37;nuclear;Secundaria completa;>100000;26;25-34
4350;291045;528;27333.89;ampliado;Primaria incompleta;>100000;64;55-64
4351;292015;672;6680.38;ampliado;Sin instruccion;>100000;61;55-64
4352;292034;949;19196.16;nuclear;Primaria incompleta;2500-15000;29;25-34
4353;292040;207;19231.44;nuclear;Secundaria completa;15000-100000;45;45-54
4354;292044;207;49765.84;ampliado;Secundaria completa;15000-100000;41;35-44
4355;293007;454;19741.59;nuclear;Primaria completa;>100000;37;35-44
4356;293017;454;13295.71;nuclear;Primaria completa;>100000;23;<25
4357;293019;223;22804.51;nuclear;Primaria incompleta;15000-100000;52;45-54
4358;293030;552;8152.34;nuclear;Primaria incompleta;15000-100000;30;25-34
4359;294002;223;37973.39;nuclear;Primaria incompleta;15000-100000;53;45-54
4360;294012;231;13963.61;nuclear;Secundaria completa;15000-100000;33;25-34
4361;294021;845;13731.69;nuclear;Secundaria completa;15000-100000;33;25-34
4362;294022;845;34026.78;nuclear;Primaria incompleta;15000-100000;58;55-64
4363;294037;1622;32403.67;ampliado;Primaria incompleta;15000-100000;60;55-64
4364;295005;662;348424.19;nuclear;Profesional completa;2500-15000;57;55-64
4365;295008;796;74552.35;nuclear;Preparatoria completa;2500-15000;41;35-44
4366;295031;746;51233.02;ampliado;Secundaria incompleta;15000-100000;48;45-54
4367;295036;207;3997.86;nuclear;Secundaria completa;15000-100000;40;35-44
4368;296009;223;36398.82;ampliado;Primaria incompleta;15000-100000;75;>=75
4369;296015;706;9039.54;nuclear;Profesional completa;2500-15000;48;45-54
4370;296016;706;3103.46;nuclear;Secundaria incompleta;2500-15000;36;35-44
4371;296030;1741;36298.55;nuclear;Primaria completa;15000-100000;46;45-54
4372;296041;528;18344.77;nuclear;Primaria completa;>100000;38;35-44
4373;296046;528;52496.11;compuesto;Secundaria completa;>100000;40;35-44
4374;297003;509;20745.86;compuesto;Primaria completa;2500-15000;62;55-64
4375;297010;841;52647.91;ampliado;Secundaria incompleta;2500-15000;43;35-44
4376;297017;454;12651.38;nuclear;Primaria incompleta;>100000;47;45-54
4377;297019;231;63221.6;ampliado;Primaria incompleta;15000-100000;65;65-74
4378;297020;231;952.58;nuclear;Secundaria completa;15000-100000;33;25-34
4379;297021;231;6567.85;nuclear;Primaria incompleta;15000-100000;87;>=75
4380;297028;768;18650.67;ampliado;Primaria completa;2500-15000;54;45-54
4381;297033;584;18650.63;nuclear;Secundaria completa;2500-15000;35;35-44
4382;297038;552;14925.5;ampliado;Primaria incompleta;15000-100000;46;45-54
4383;297040;1291;22553.26;nuclear;Secundaria completa;15000-100000;41;35-44
4384;297042;1291;35601.6;nuclear;Primaria completa;15000-100000;53;45-54
4385;298016;147;12471.46;nuclear;Primaria incompleta;2500-15000;51;45-54
4386;298033;507;19659.94;nuclear;Primaria completa;>100000;25;25-34
4387;298036;246;91070.89;nuclear;Profesional incompleta;2500-15000;52;45-54
4388;298042;930;67267.16;nuclear;Preparatoria completa;2500-15000;31;25-34
4389;298044;930;46811.05;ampliado;Preparatoria completa;2500-15000;27;25-34
4390;299019;147;3276.68;unipersonal;Primaria completa;2500-15000;72;65-74
4391;299020;753;9587.99;nuclear;Primaria completa;2500-15000;50;45-54
4392;299029;732;82420.4;ampliado;Secundaria completa;15000-100000;64;55-64
4393;299030;995;75048.43;ampliado;Primaria completa;15000-100000;49;45-54
4394;299032;995;29313.46;ampliado;Primaria incompleta;15000-100000;45;45-54
4395;299034;995;26400.83;nuclear;Primaria incompleta;15000-100000;31;25-34
4396;299035;207;64776.9;ampliado;Profesional completa;15000-100000;56;55-64
4397;301006;2316;37250.16;ampliado;Primaria incompleta;<2500;74;65-74
4398;301008;2316;26332.67;ampliado;Primaria incompleta;<2500;77;>=75
4399;301013;715;17871.9;nuclear;Secundaria incompleta;<2500;30;25-34
4400;301040;4651;6050.39;nuclear;Secundaria completa;>100000;25;25-34
4401;301041;4651;13550.28;ampliado;Sin instruccion;>100000;63;55-64
4402;301050;1758;31189.3;ampliado;Primaria completa;2500-15000;62;55-64
4403;301051;1758;25185.79;nuclear;Secundaria completa;2500-15000;30;25-34
4404;301062;1981;12201.47;nuclear;Primaria incompleta;>100000;37;35-44
4405;301063;1981;7730.76;ampliado;Primaria incompleta;>100000;56;55-64
4406;301066;1981;9405.16;nuclear;Primaria incompleta;>100000;40;35-44
4407;301074;8474;15691.9;ampliado;Primaria completa;15000-100000;78;>=75
4408;301083;3926;12938.43;nuclear;Primaria completa;2500-15000;52;45-54
4409;301088;477;13468.99;nuclear;Primaria incompleta;2500-15000;85;>=75
4410;301095;1661;4138.63;nuclear;Primaria incompleta;2500-15000;73;65-74
4411;301096;1661;68402.06;nuclear;Secundaria completa;2500-15000;70;65-74
4412;301105;3225;19396.72;ampliado;Preparatoria completa;>100000;49;45-54
4413;301107;3225;10145.13;unipersonal;Primaria incompleta;>100000;78;>=75
4414;302001;639;12098.99;nuclear;Primaria completa;2500-15000;40;35-44
4415;302003;639;23995.16;compuesto;Primaria completa;2500-15000;45;45-54
4416;302011;4984;8105.95;nuclear;Primaria incompleta;>100000;28;25-34
4417;302016;4984;16288.55;nuclear;Secundaria incompleta;>100000;33;25-34
4418;302023;1518;23843.99;ampliado;Preparatoria incompleta;2500-15000;51;45-54
4419;302026;1518;6049.3;unipersonal;Profesional completa;2500-15000;53;45-54
4420;302037;1951;83081;nuclear;Primaria completa;<2500;74;65-74
4421;302039;7904;21003.4;nuclear;Primaria completa;15000-100000;34;25-34
4422;302043;553;4494.59;nuclear;Primaria completa;<2500;77;>=75
4423;302046;553;20862.21;ampliado;Primaria completa;<2500;55;55-64
4424;302054;319;86050.2;nuclear;Preparatoria completa;2500-15000;35;35-44
4425;302074;5556;5348.51;nuclear;Primaria incompleta;>100000;34;25-34
4426;302085;5345;12948.32;nuclear;Preparatoria completa;2500-15000;47;45-54
4427;302096;1656;9245.2;unipersonal;Secundaria completa;<2500;32;25-34
4428;302097;1656;41868.57;ampliado;Preparatoria incompleta;<2500;27;25-34
4429;302098;1630;26838.4;nuclear;Primaria incompleta;<2500;66;65-74
4430;303003;2832;25684;ampliado;Secundaria completa;<2500;36;35-44
4431;303013;1833;23591.91;unipersonal;Primaria completa;<2500;51;45-54
4432;303032;1089;10382.47;ampliado;Sin instruccion;>100000;71;65-74
4433;303036;1089;3226.26;nuclear;Primaria incompleta;>100000;37;35-44
4434;303045;1876;17820.04;ampliado;Primaria completa;<2500;47;45-54
4435;303055;2882;14660.33;nuclear;Secundaria completa;2500-15000;43;35-44
4436;303059;363;25543.14;unipersonal;Preparatoria completa;2500-15000;57;55-64
4437;303064;477;19730.65;nuclear;Primaria incompleta;2500-15000;73;65-74
4438;303071;275;42546.04;nuclear;Profesional completa;2500-15000;38;35-44
4439;303095;4272;12640.88;nuclear;Primaria completa;>100000;39;35-44
4440;303097;4272;12543.04;nuclear;Primaria incompleta;>100000;51;45-54
4441;303101;3225;5268.87;ampliado;Primaria incompleta;>100000;70;65-74
4442;303105;3225;5795.16;nuclear;Primaria incompleta;>100000;56;55-64
4443;303108;3225;6003.85;nuclear;Primaria incompleta;>100000;53;45-54
4444;304005;682;206625.63;nuclear;Secundaria completa;2500-15000;40;35-44
4445;304012;4984;148404.55;ampliado;Primaria completa;>100000;47;45-54
4446;304024;3514;33348.86;ampliado;Primaria incompleta;2500-15000;52;45-54
4447;304025;4063;24988.38;nuclear;Sin instruccion;2500-15000;45;45-54
4448;304040;1973;38929.15;unipersonal;Profesional completa;<2500;63;55-64
4449;304041;1973;89485.11;nuclear;Primaria completa;<2500;87;>=75
4450;304049;1831;51872.02;ampliado;Profesional completa;<2500;64;55-64
4451;304064;1400;14864.9;nuclear;Primaria incompleta;<2500;58;55-64
4452;304065;1400;43472.7;nuclear;Preparatoria completa;<2500;80;>=75
4453;304069;201;8505.25;unipersonal;Sin instruccion;2500-15000;64;55-64
4454;304071;201;28874.91;nuclear;Secundaria completa;2500-15000;36;35-44
4455;305001;639;29279.42;unipersonal;Profesional completa;2500-15000;27;25-34
4456;305004;639;11556.4;nuclear;Sin instruccion;2500-15000;44;35-44
4457;305008;113;119374.1;ampliado;Profesional completa;>100000;38;35-44
4458;305016;5037;12396.72;nuclear;Primaria incompleta;>100000;29;25-34
4459;305017;5037;11620.68;nuclear;Primaria incompleta;>100000;64;55-64
4460;305019;5037;11243.54;nuclear;Primaria incompleta;>100000;54;45-54
4461;305034;1893;27223.85;nuclear;Profesional completa;<2500;43;35-44
4462;305041;1719;10227.77;nuclear;Primaria incompleta;<2500;29;25-34
4463;305048;2143;10099.49;nuclear;Primaria completa;<2500;54;45-54
4464;305049;2143;44365.46;nuclear;Profesional completa;<2500;39;35-44
4465;305053;1065;75830.94;nuclear;Profesional incompleta;<2500;82;>=75
4466;305076;1372;21657.76;nuclear;Preparatoria completa;2500-15000;36;35-44
4467;305081;275;48765.88;ampliado;Primaria incompleta;2500-15000;52;45-54
4468;305086;10344;39219.59;nuclear;Primaria completa;15000-100000;47;45-54
4469;305100;1693;30387.44;ampliado;Primaria completa;<2500;34;25-34
4470;306019;1784;22911.18;nuclear;Secundaria completa;<2500;44;35-44
4471;306028;1089;11461.12;nuclear;Primaria incompleta;>100000;28;25-34
4472;306030;1089;22396.3;nuclear;Primaria incompleta;>100000;40;35-44
4473;306037;1440;162869.2;nuclear;Posgrado;2500-15000;44;35-44
4474;306049;1845;58218.24;nuclear;Primaria incompleta;<2500;97;>=75
4475;306057;363;32317;unipersonal;Primaria incompleta;2500-15000;73;65-74
4476;306062;3605;43784.82;nuclear;Primaria incompleta;2500-15000;63;55-64
4477;306064;477;35907.46;ampliado;Secundaria completa;2500-15000;55;55-64
4478;306066;477;11405.94;nuclear;Primaria completa;2500-15000;21;<25
4479;306067;477;38382.71;ampliado;Primaria incompleta;2500-15000;71;65-74
4480;306069;275;120807.79;nuclear;Profesional completa;2500-15000;55;55-64
4481;306078;10344;40813.81;nuclear;Profesional completa;15000-100000;52;45-54
4482;306086;2580;47539.77;nuclear;Primaria completa;<2500;65;65-74
4483;306088;2580;51902.8;nuclear;Secundaria completa;<2500;39;35-44
4484;306090;1782;162841.87;nuclear;Preparatoria completa;<2500;51;45-54
4485;306096;1657;19795.27;ampliado;Primaria completa;<2500;60;55-64
4486;307002;639;45022.14;unipersonal;Profesional completa;2500-15000;54;45-54
4487;307007;5037;1739.22;nuclear;Primaria completa;>100000;45;45-54
4488;307008;5037;11586.44;nuclear;Primaria incompleta;>100000;46;45-54
4489;307016;1752;27950.37;ampliado;Primaria completa;<2500;70;65-74
4490;307019;1752;156290.12;nuclear;Profesional completa;<2500;63;55-64
4491;307020;1752;15055.98;nuclear;Primaria completa;<2500;90;>=75
4492;307033;1828;63145.4;nuclear;Primaria completa;<2500;64;55-64
4493;307041;1674;65678.29;unipersonal;Profesional completa;<2500;54;45-54
4494;307044;1674;27825.48;unipersonal;Profesional completa;<2500;38;35-44
4495;307052;319;11707.32;nuclear;Preparatoria incompleta;2500-15000;58;55-64
4496;307064;201;22274.93;ampliado;Preparatoria completa;2500-15000;36;35-44
4497;307080;5556;5695.48;nuclear;Sin instruccion;>100000;50;45-54
4498;307089;1953;16526.9;ampliado;Primaria completa;2500-15000;62;55-64
4499;307099;1873;20177.84;nuclear;Secundaria completa;<2500;39;35-44
4500;308002;682;2117.24;ampliado;Primaria incompleta;2500-15000;58;55-64
4501;308007;2007;21499.95;nuclear;Primaria completa;<2500;57;55-64
4502;308014;1630;24648.66;nuclear;Profesional completa;<2500;27;25-34
4503;308018;2970;8665.57;ampliado;Sin instruccion;>100000;76;>=75
4504;308034;7904;91029.55;nuclear;Profesional completa;15000-100000;49;45-54
4505;308046;2736;110377.87;nuclear;Profesional completa;<2500;47;45-54
4506;308048;2736;34830.33;nuclear;Primaria completa;<2500;49;45-54
4507;308053;1846;20799.29;nuclear;Primaria incompleta;<2500;57;55-64
4508;308053;1846;12622.67;nuclear;Primaria completa;<2500;33;25-34
4509;308055;1846;14326.62;nuclear;Secundaria incompleta;<2500;25;25-34
4510;308056;8474;17312.85;nuclear;Primaria completa;15000-100000;54;45-54
4511;308062;1398;25951.07;nuclear;Preparatoria completa;<2500;23;<25
4512;308072;1380;21633.03;nuclear;Secundaria completa;2500-15000;28;25-34
4513;308080;477;20166.06;ampliado;Primaria completa;2500-15000;55;55-64
4514;308084;3330;28931.49;nuclear;Preparatoria completa;2500-15000;31;25-34
4515;308094;1938;5117.22;unipersonal;Primaria incompleta;<2500;55;55-64
4516;309013;9268;30508.25;nuclear;Secundaria completa;15000-100000;37;35-44
4517;309025;2970;7115.95;ampliado;Primaria completa;>100000;29;25-34
4518;309031;2970;8961.96;ampliado;Sin instruccion;>100000;90;>=75
4519;309033;7904;36018.06;nuclear;Primaria incompleta;15000-100000;71;65-74
4520;309042;1776;23757.56;unipersonal;Preparatoria completa;<2500;19;<25
4521;309069;1891;19055.03;nuclear;Secundaria incompleta;<2500;48;45-54
4522;309075;8474;27221.5;nuclear;Profesional incompleta;15000-100000;54;45-54
4523;309080;2155;20113.64;ampliado;Preparatoria completa;2500-15000;53;45-54
4524;309082;201;72142.04;ampliado;Primaria incompleta;2500-15000;62;55-64
4525;309085;201;56257.69;nuclear;Preparatoria incompleta;2500-15000;45;45-54
4526;309088;977;52814.65;ampliado;Primaria incompleta;2500-15000;61;55-64
4527;309090;977;6754.99;nuclear;Primaria completa;2500-15000;68;65-74
4528;309100;437;15667.47;nuclear;Primaria incompleta;<2500;46;45-54
4529;309828;1719;55456.33;ampliado;Secundaria completa;<2500;55;55-64
4530;309837;2081;22130.15;nuclear;Profesional completa;<2500;49;45-54
4531;309845;2736;175477.5;nuclear;Profesional completa;<2500;38;35-44
4532;309876;275;52728.89;nuclear;Profesional completa;2500-15000;28;25-34
4533;309886;3330;15074.66;nuclear;Primaria completa;2500-15000;45;45-54
4534;311003;162;11555.28;nuclear;Secundaria completa;>100000;28;25-34
4535;311020;90;24876.65;nuclear;Primaria incompleta;15000-100000;64;55-64
4536;311023;260;12921.99;ampliado;Primaria incompleta;15000-100000;62;55-64
4537;311031;191;10167.06;nuclear;Primaria incompleta;>100000;77;>=75
4538;311032;191;5086.01;nuclear;Primaria completa;>100000;52;45-54
4539;311033;191;18743.5;ampliado;Primaria incompleta;>100000;52;45-54
4540;311035;191;11677.92;nuclear;Primaria incompleta;>100000;32;25-34
4541;311037;191;13505.41;nuclear;Secundaria incompleta;>100000;31;25-34
4542;311060;168;9523.83;nuclear;Primaria incompleta;<2500;63;55-64
4543;311068;163;29678.45;nuclear;Primaria incompleta;<2500;43;35-44
4544;311069;163;44906.61;nuclear;Secundaria incompleta;<2500;46;45-54
4545;311082;194;72538.71;nuclear;Secundaria completa;<2500;53;45-54
4546;311094;176;4507.62;unipersonal;Primaria incompleta;<2500;82;>=75
4547;311097;189;73747.38;nuclear;Primaria completa;<2500;67;65-74
4548;311102;161;22732.55;nuclear;Preparatoria completa;<2500;49;45-54
4549;311105;161;52966.97;ampliado;Profesional incompleta;<2500;47;45-54
4550;311106;170;52425.97;ampliado;Profesional incompleta;<2500;37;35-44
4551;311116;164;23834.51;ampliado;Primaria incompleta;<2500;77;>=75
4552;311145;179;37540.86;nuclear;Secundaria completa;<2500;64;55-64
4553;311151;186;22737.53;nuclear;Secundaria completa;<2500;57;55-64
4554;311162;173;9091.03;ampliado;Primaria incompleta;<2500;58;55-64
4555;311163;173;45051.22;ampliado;Preparatoria completa;<2500;47;45-54
4556;311168;186;134330.92;nuclear;Posgrado;<2500;50;45-54
4557;311173;185;25150.9;nuclear;Profesional incompleta;<2500;38;35-44
4558;311177;177;34819.34;ampliado;Primaria completa;<2500;59;55-64
4559;311183;182;29419.17;unipersonal;Primaria incompleta;<2500;78;>=75
4560;311216;193;94844.42;nuclear;Profesional incompleta;<2500;44;35-44
4561;311224;180;30292.77;ampliado;Primaria completa;<2500;32;25-34
4562;311226;189;48003.11;ampliado;Profesional completa;<2500;44;35-44
4563;311227;189;29916.8;nuclear;Profesional incompleta;<2500;28;25-34
4564;311242;98;10924.99;nuclear;Primaria incompleta;15000-100000;36;35-44
4565;311261;339;25215.72;nuclear;Primaria incompleta;15000-100000;48;45-54
4566;311262;339;18125.21;unipersonal;Primaria completa;15000-100000;31;25-34
4567;311263;339;17302.45;nuclear;Secundaria completa;15000-100000;31;25-34
4568;311277;176;13987.56;nuclear;Secundaria completa;>100000;43;35-44
4569;311278;176;7140.4;unipersonal;Primaria incompleta;>100000;84;>=75
4570;311284;176;5809.05;nuclear;Primaria incompleta;>100000;23;<25
4571;311286;142;10639.76;nuclear;Primaria incompleta;2500-15000;68;65-74
4572;311293;168;10775.42;nuclear;Secundaria completa;>100000;27;25-34
4573;311295;168;7443.04;nuclear;Secundaria completa;>100000;27;25-34
4574;311297;168;12858.67;nuclear;Secundaria completa;>100000;24;<25
4575;311301;249;18588.92;nuclear;Preparatoria completa;15000-100000;37;35-44
4576;311319;294;5190.75;nuclear;Primaria completa;>100000;38;35-44
4577;311321;294;12703.6;ampliado;Primaria incompleta;>100000;57;55-64
4578;311327;64;8505.64;ampliado;Primaria incompleta;>100000;65;65-74
4579;311333;64;2810.77;unipersonal;Sin instruccion;>100000;65;65-74
4580;312003;153;42103.46;ampliado;Primaria incompleta;>100000;40;35-44
4581;312012;355;7567.56;nuclear;Secundaria completa;15000-100000;28;25-34
4582;312025;298;11695.17;nuclear;Secundaria completa;15000-100000;35;35-44
4583;312032;85;1839.98;nuclear;Primaria incompleta;>100000;28;25-34
4584;312038;85;14986.9;nuclear;Primaria completa;>100000;41;35-44
4585;312046;161;8221.91;nuclear;Primaria completa;>100000;50;45-54
4586;312048;161;28859.81;unipersonal;Profesional completa;>100000;25;25-34
4587;312051;314;7954.73;unipersonal;Sin instruccion;15000-100000;76;>=75
4588;312054;314;17598.64;nuclear;Primaria incompleta;15000-100000;65;65-74
4589;312087;187;11684.08;ampliado;Primaria completa;<2500;57;55-64
4590;312088;187;8661.5;nuclear;Primaria incompleta;<2500;71;65-74
4591;312095;168;38050.61;nuclear;Secundaria completa;<2500;43;35-44
4592;312100;183;29721.46;nuclear;Secundaria incompleta;<2500;77;>=75
4593;312107;198;94816.3;nuclear;Profesional incompleta;<2500;44;35-44
4594;312108;198;58485.77;nuclear;Profesional completa;<2500;36;35-44
4595;312116;190;35329.37;ampliado;Primaria incompleta;<2500;70;65-74
4596;312127;209;39222.57;unipersonal;Secundaria incompleta;<2500;67;65-74
4597;312138;189;91544.64;nuclear;Posgrado;<2500;57;55-64
4598;312141;183;53898.47;nuclear;Profesional completa;<2500;28;25-34
4599;312151;173;88444.45;nuclear;Preparatoria completa;<2500;39;35-44
4600;312155;173;82077.75;nuclear;Profesional completa;<2500;49;45-54
4601;312167;238;19659.94;nuclear;Preparatoria completa;<2500;42;35-44
4602;312196;166;43856.8;nuclear;Secundaria completa;<2500;39;35-44
4603;312201;189;46982.37;nuclear;Profesional completa;<2500;47;45-54
4604;312218;195;29478.8;nuclear;Primaria completa;<2500;59;55-64
4605;312219;195;26656.85;ampliado;Primaria incompleta;<2500;59;55-64
4606;312223;190;44399.17;nuclear;Preparatoria completa;<2500;51;45-54
4607;312224;190;18294.86;nuclear;Primaria incompleta;<2500;42;35-44
4608;312231;166;59166.39;ampliado;Preparatoria completa;<2500;40;35-44
4609;312235;166;14530.74;nuclear;Primaria completa;<2500;41;35-44
4610;312236;197;284599.84;unipersonal;Secundaria completa;<2500;30;25-34
4611;312237;197;117959.4;nuclear;Profesional completa;<2500;62;55-64
4612;312249;153;30745.1;nuclear;Primaria incompleta;>100000;46;45-54
4613;312252;153;35145.89;ampliado;Primaria incompleta;>100000;48;45-54
4614;312265;129;5444.29;nuclear;Secundaria completa;2500-15000;20;<25
4615;312284;169;12809.19;nuclear;Primaria incompleta;>100000;51;45-54
4616;312286;169;21156.08;nuclear;Primaria incompleta;>100000;65;65-74
4617;312286;169;19841.38;nuclear;Secundaria incompleta;>100000;21;<25
4618;312304;117;10404.7;ampliado;Primaria completa;15000-100000;69;65-74
4619;312321;119;46915.81;nuclear;Profesional incompleta;2500-15000;25;25-34
4620;312324;267;24242.18;nuclear;Primaria incompleta;15000-100000;63;55-64
4621;313016;193;8625.21;nuclear;Primaria incompleta;>100000;68;65-74
4622;313021;193;19675.03;nuclear;Primaria completa;>100000;34;25-34
4623;313022;193;20552.19;nuclear;Secundaria completa;>100000;27;25-34
4624;313033;260;44519.14;ampliado;Preparatoria incompleta;15000-100000;42;35-44
4625;313036;113;45369.05;nuclear;Profesional completa;2500-15000;38;35-44
4626;313046;191;26957.29;nuclear;Primaria incompleta;>100000;53;45-54
4627;313051;479;13610.73;nuclear;Primaria incompleta;2500-15000;32;25-34
4628;313052;479;23961.92;nuclear;Primaria incompleta;2500-15000;65;65-74
4629;313053;479;19276.91;nuclear;Profesional completa;2500-15000;54;45-54
4630;313058;325;24931.46;nuclear;Primaria incompleta;15000-100000;34;25-34
4631;313061;169;27271.85;nuclear;Secundaria completa;<2500;46;45-54
4632;313062;169;26666.97;nuclear;Preparatoria completa;<2500;30;25-34
4633;313082;174;15496.2;ampliado;Secundaria completa;<2500;42;35-44
4634;313088;191;16115.15;nuclear;Primaria completa;<2500;39;35-44
4635;313089;191;78790.91;nuclear;Secundaria completa;<2500;36;35-44
4636;313091;172;84689.2;nuclear;Profesional completa;<2500;62;55-64
4637;313092;172;157531.75;nuclear;Secundaria completa;<2500;88;>=75
4638;313098;237;70251.51;ampliado;Secundaria completa;<2500;39;35-44
4639;313102;197;34642.81;nuclear;Secundaria completa;<2500;41;35-44
4640;313111;171;8668.57;nuclear;Sin instruccion;<2500;78;>=75
4641;313113;171;3932.01;unipersonal;Primaria completa;<2500;76;>=75
4642;313129;247;167865.3;nuclear;Profesional completa;<2500;44;35-44
4643;313167;174;33240.39;ampliado;Primaria completa;<2500;42;35-44
4644;313178;202;24751.39;nuclear;Secundaria completa;<2500;45;45-54
4645;313193;171;10679.9;nuclear;Primaria incompleta;<2500;39;35-44
4646;313198;161;62044.82;nuclear;Profesional completa;<2500;44;35-44
4647;313222;167;14250.98;nuclear;Primaria completa;<2500;43;35-44
4648;313223;167;52905.35;ampliado;Primaria incompleta;<2500;54;45-54
4649;313230;266;52224.81;nuclear;Primaria completa;15000-100000;42;35-44
4650;313236;214;24995.34;nuclear;Preparatoria completa;>100000;51;45-54
4651;313237;214;37753.08;ampliado;Primaria completa;>100000;57;55-64
4652;313239;214;2551.77;nuclear;Primaria completa;>100000;58;55-64
4653;313280;168;4312.08;nuclear;Secundaria incompleta;>100000;34;25-34
4654;313282;168;9218.53;ampliado;Primaria incompleta;>100000;62;55-64
4655;313284;168;9625.33;nuclear;Primaria incompleta;>100000;59;55-64
4656;313288;128;30484.46;nuclear;Primaria completa;2500-15000;38;35-44
4657;313299;283;37545.5;ampliado;Secundaria completa;2500-15000;59;55-64
4658;313301;337;38349.62;ampliado;Profesional completa;15000-100000;59;55-64
4659;313302;337;43582.63;ampliado;Primaria incompleta;15000-100000;66;65-74
4660;313304;337;31133.31;nuclear;Preparatoria completa;15000-100000;53;45-54
4661;313310;264;17986.46;nuclear;Secundaria completa;2500-15000;31;25-34
4662;313318;263;27140.79;nuclear;Preparatoria completa;2500-15000;45;45-54
4663;313321;101;15576.7;nuclear;Primaria completa;2500-15000;26;25-34
4664;313324;101;21373.88;unipersonal;Profesional incompleta;2500-15000;21;<25
4665;314003;162;39439.88;nuclear;Primaria incompleta;>100000;57;55-64
4666;314004;162;27330.39;nuclear;Secundaria completa;>100000;36;35-44
4667;314005;162;13025.99;nuclear;Preparatoria incompleta;>100000;27;25-34
4668;314009;162;21666.4;ampliado;Primaria incompleta;>100000;78;>=75
4669;314013;117;13172.19;nuclear;Primaria incompleta;15000-100000;29;25-34
4670;314015;117;40887.7;nuclear;Secundaria completa;15000-100000;40;35-44
4671;314021;90;14886.16;nuclear;Secundaria completa;15000-100000;31;25-34
4672;314035;150;32501.95;ampliado;Sin instruccion;>100000;50;45-54
4673;314040;272;46217.96;nuclear;Primaria completa;2500-15000;52;45-54
4674;314088;167;22315.53;nuclear;Secundaria incompleta;<2500;62;55-64
4675;314099;173;26035.82;nuclear;Secundaria completa;<2500;40;35-44
4676;314100;173;12365.63;nuclear;Primaria completa;<2500;58;55-64
4677;314102;171;32369.3;ampliado;Secundaria completa;<2500;46;45-54
4678;314115;170;22482.97;nuclear;Secundaria completa;<2500;55;55-64
4679;314123;185;4385.72;nuclear;Primaria completa;<2500;62;55-64
4680;314128;151;24520.48;nuclear;Profesional incompleta;<2500;45;45-54
4681;314148;191;35942.41;nuclear;Preparatoria completa;<2500;42;35-44
4682;314149;191;56902.87;nuclear;Secundaria completa;<2500;37;35-44
4683;314153;266;87632.96;nuclear;Profesional completa;<2500;41;35-44
4684;314156;171;209193.46;nuclear;Primaria incompleta;<2500;35;35-44
4685;314164;177;67807.61;ampliado;Preparatoria completa;<2500;42;35-44
4686;314178;183;14159.24;nuclear;Secundaria incompleta;<2500;66;65-74
4687;314184;154;39148.56;nuclear;Secundaria incompleta;<2500;33;25-34
4688;314193;266;15771.32;nuclear;Preparatoria incompleta;15000-100000;29;25-34
4689;314196;78;2898.61;nuclear;Primaria incompleta;2500-15000;70;65-74
4690;314198;78;50375.27;ampliado;Primaria incompleta;2500-15000;61;55-64
4691;314207;129;7516.15;nuclear;Primaria incompleta;2500-15000;42;35-44
4692;314225;314;105727.63;nuclear;Primaria incompleta;2500-15000;58;55-64
4693;314244;265;22826.74;ampliado;Primaria incompleta;2500-15000;52;45-54
4694;314255;312;17582.01;ampliado;Primaria incompleta;15000-100000;51;45-54
4695;314256;339;11796.01;nuclear;Primaria completa;15000-100000;29;25-34
4696;314259;339;32564.91;ampliado;Primaria completa;15000-100000;75;>=75
4697;314266;80;25607.38;nuclear;Primaria incompleta;2500-15000;84;>=75
4698;314273;85;34053.03;nuclear;Primaria incompleta;2500-15000;62;55-64
4699;314278;142;10359.28;nuclear;Secundaria completa;2500-15000;28;25-34
4700;314279;142;15622.09;nuclear;Preparatoria completa;2500-15000;37;35-44
4701;314283;172;29926.44;ampliado;Primaria incompleta;>100000;46;45-54
4702;314295;146;26277.84;nuclear;Primaria completa;>100000;35;35-44
4703;314296;146;34031.83;ampliado;Sin instruccion;>100000;35;35-44
4704;314298;146;9411.58;nuclear;Sin instruccion;>100000;89;>=75
4705;314303;249;153397.68;nuclear;Posgrado;15000-100000;49;45-54
4706;314316;294;272567.12;nuclear;Posgrado;>100000;39;35-44
4707;314325;64;18505.53;nuclear;Sin instruccion;>100000;61;55-64
4708;314328;64;20431.23;nuclear;Primaria incompleta;>100000;31;25-34
4709;315005;153;46393.35;ampliado;Primaria incompleta;>100000;63;55-64
4710;315012;355;15256.43;nuclear;Secundaria completa;15000-100000;34;25-34
